Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Lise,Andresen,Strømstubben 08A,Kristinemark,1656,Norge,NO,19940610-7049,+47,+47 47 49 35 05,1994-06-10,True
Alan,Fowler,Clark Port 11995,Bakerborough,52788,Danmark,DK,19590928-7936,+45,926.716.4570x5203,1959-09-28,True
Tone,Engen,Ødegårdgjerdet 3,Kariborg,5057,Norge,NO,19500731-1724,+47,47879936,1950-07-31,True
Tommy,Gulbrandsen,Myhrealléen 05C,Karlsen,9862,Norge,NO,19510406-6320,+47,11 68 76 37,1951-04-06,True
Michael,Hill,Ramirez Point 76838,South Joshuashire,01260,Danmark,DK,19660207-1805,+45,+1-511-792-9246x5336,1966-02-07,True
Margareta,Franzén,Fabriksgatan 6,Jönköping,48719,Sverige,SE,19681022-0758,+46,0287-407 78,1968-10-22,True
Dwayne,Ross,Anna Common 4433,Lake Michael,01806,Danmark,DK,19950210-4489,+45,903.343.7099,1995-02-10,True
Martin,Isaksen,Strømhavna 77H,Erlingborg,7843,Norge,NO,19920203-0695,+47,71399067,1992-02-03,True
Regina,Gregory,Russell Village 54183,Davidberg,68442,Danmark,DK,19490614-4927,+45,(284)644-7310x5115,1949-06-14,True
Karl,Olsson,Nystigen 32,Sundsvall,89951,Sverige,SE,19630130-3143,+46,08-05 32 58,1963-01-30,True
Lisa,Östlund,Industrigränd 108,Lidingö,14043,Sverige,SE,19730919-8926,+46,08-536 158 32,1973-09-19,True
Kenneth,Amundsen,Aasrøa 64D,Lien,2063,Norge,NO,19400726-5240,+47,90563640,1940-07-26,True
Erik,Andersson,Ringgatan 076,Borås,38920,Sverige,SE,19591007-5740,+46,+46 (0)81 52 65 66,1959-10-07,True
Hans,Knudsen,Næssfaret 4,Jenssen,6667,Norge,NO,19451024-9047,+47,469 83 312,1945-10-24,True
Maria,Lundkvist,Kyrkogatan 619,Trollhättan,52145,Sverige,SE,19751031-2658,+46,0900-88 43 17,1975-10-31,True
Ragnhild,Eide,Paulsenspranget 46,Arnesen,2221,Norge,NO,19830824-9684,+47,420 94 612,1983-08-24,True
Matilda,Karlsson,Kyrkotorget 686,Piteå,19420,Sverige,SE,19570511-6229,+46,041-76 62 65,1957-05-11,True
Tracy,James,Lamb River 304,Zacharyburgh,65481,Danmark,DK,19691210-3989,+45,4537220228,1969-12-10,True
Mariann,Svärd,Ängsgatan 420,Varberg,88439,Sverige,SE,19690818-2332,+46,+46 (0)75 43 74 15,1969-08-18,True
Wesley,Norris,Mitchell Fort 4166,Christophertown,46749,Danmark,DK,19840729-2468,+45,(714)726-9152,1984-07-29,True
Marcus,Nyström,Backvägen 50,Eskilstuna,66458,Sverige,SE,19501105-1626,+46,08-729 455 51,1950-11-05,True
Curtis,Davenport,Christina Drives 06997,Jessicaview,90787,Danmark,DK,19600505-3266,+45,+1-432-708-5457,1960-05-05,True
Andreas,Fredriksson,Idrottsvägen 49,Växjö,73747,Sverige,SE,19850428-6510,+46,+46 (0)387 270 25,1985-04-28,True
Mary,Keller,Morrison Plain 93222,Martinezside,61936,Danmark,DK,19620106-6967,+45,6047781607,1962-01-06,True
Teresa,Jackson,Andrea Motorway 9654,Lake Johnside,21992,Danmark,DK,19710508-9383,+45,(701)932-5317,1971-05-08,True
Robert,Peterson,Vang Terrace 42116,Harmonberg,88477,Danmark,DK,19990703-8986,+45,628-874-3006,1999-07-03,True
Elli,Ikonen,Bengalinkuja 63,Siikainen,11804,Finland,FI,19510328-250C,+358,(+358) 897664485,1951-03-28,True
Sofie,Eliassen,Bergekollen 415,Rønning,2527,Norge,NO,19620708-7216,+47,33 42 10 49,1962-07-08,True
Märta,Lindqvist,Järnvägsvägen 782,Örnsköldsvik,11834,Sverige,SE,19761204-4935,+46,0898-820 35,1976-12-04,True
David,Eriksson,Skolstigen 83,Göteborg,36565,Sverige,SE,19570219-9266,+46,0051-80 73 23,1957-02-19,True
Cecilia,Holmberg,Ringtorget 12,Linköping,81104,Sverige,SE,19870110-5473,+46,0333-543 13,1987-01-10,True
Hege,Strøm,Sivertsenstranda 4C,Sebastianfoss,2268,Norge,NO,19770404-3183,+47,29774241,1977-04-04,True
Cathrine,Olsen,Næssspranget 466,Lund,1484,Norge,NO,19401225-9312,+47,07400688,1940-12-25,True
Johan,Pettersson,Idrottstorget 938,Falun,84208,Sverige,SE,19921201-5528,+46,+46 (0)751 400 15,1992-12-01,True
Joakim,Skog,Kvarntorget 802,Västerås,62033,Sverige,SE,19611110-9075,+46,08-29 12 36,1961-11-10,True
Tapani,Nygren,Storvägen 095,Malmö,94539,Sverige,SE,19411118-3671,+46,08-97 24 72,1941-11-18,True
Thore,Arvidsson,Gentorget 828,Örebro,80033,Sverige,SE,19820107-0141,+46,052-957 38 84,1982-01-07,True
Sverre,Ruud,Tveitmarka 8,Magnusvåg,4696,Norge,NO,19510708-2759,+47,91 17 24 48,1951-07-08,True
Valdemar,Johansson,Kyrkogränd 01,Piteå,53852,Sverige,SE,19851102-5166,+46,009-55 06 44,1985-11-02,True
Louise,Jönsson,Storstigen 10,Göteborg,51248,Sverige,SE,19421103-1148,+46,040-98 74 19,1942-11-03,True
Emil,Johansson,Kyrkovägen 283,Eskilstuna,34094,Sverige,SE,19971004-9631,+46,016-97 01 42,1997-10-04,True
Hanna,Eriksson,Skolvägen 95,Varberg,45293,Sverige,SE,19940227-3700,+46,08-555 733 14,1994-02-27,True
Seija,Koponen,Ilkankatu 119,Pietarsaari,64644,Finland,FI,19600509-4641,+358,+358 10 9724852,1960-05-09,True
Anna,Ahmadi,Nygatan 0,Lidingö,85973,Sverige,SE,19601208-2005,+46,+46 (0)964 355 65,1960-12-08,True
Stefan,Jansson,Kyrkvägen 0,Borlänge,59798,Sverige,SE,19820824-8752,+46,+46 (0)682 417 78,1982-08-24,True
Kristina,Jönsson,Furugränd 48,Karlskrona,57423,Sverige,SE,19710111-1461,+46,+46 (0)8 202 140 96,1971-01-11,True
Diane,Guerrero,Mckinney Radial 24773,Christopherborough,27338,Danmark,DK,19581106-1642,+45,854-642-9689,1958-11-06,True
Markus,Nygård,Aasengropa 4E,Hansodden,7432,Norge,NO,19560516-2095,+47,+4749556415,1956-05-16,True
Anette,Andersson,Järnvägstorget 36,Alingsås,64519,Sverige,SE,19971230-1791,+46,+46 (0)8 325 592 53,1997-12-30,False
Sofia,Wilhelmsson,Parkgatan 307,Göteborg,96833,Sverige,SE,19901125-5606,+46,+46 (0)8 676 908 69,1990-11-25,True
Cassandra,Boyd,Dominique Fields 02061,New Cynthia,21402,Danmark,DK,19550808-8316,+45,+1-415-465-5673x2887,1955-08-08,True
Jeanette,Ferm,Industritorget 92,Kalmar,99983,Sverige,SE,19990313-9600,+46,08-44 64 27,1999-03-13,True
Samuel,Morton,John Square 970,South Stephaniestad,00956,Danmark,DK,19470524-7617,+45,260.729.6468,1947-05-24,True
Irmeli,Ahola,Saramäenkatu 11,Kihniö,29456,Finland,FI,19540515-611D,+358,040 752 4525,1954-05-15,True
Rolf,Holmgren,Kyrkgatan 5,Örebro,62938,Sverige,SE,19890917-5623,+46,035-588 99 95,1989-09-17,True
Kåre,Arnesen,Ruudåsen 7,Myhre,1017,Norge,NO,19471018-7668,+47,49545531,1947-10-18,True
Elisabeth,Arvidsson,Skolvägen 264,Falun,10925,Sverige,SE,19610305-1559,+46,0362-123 73,1961-03-05,True
Ville,Huttunen,Runoilijanbulevardi 697,Halsua,85537,Finland,FI,19531118-703F,358,0285153448,1953-11-18,True
Linnéa,Backman,Furuvägen 5,Varberg,91261,Sverige,SE,20000617-9805,+46,062-520 99 52,2000-06-17,True
Karin,Hanssen,Ruudengen 609,Tomvåg,9044,Norge,NO,19770828-4150,+47,+47 07 23 70 66,1977-08-28,True
Hannele,Kukkonen,Maapadonpolku 1,Vieremä,30056,Finland,FI,19461005-5119,+358,+358 32 3863905,1946-10-05,True
Robin,Andersson,Järnvägstorget 4,Kristianstad,11849,Sveroge,SE,19510517-2455,+46,08-05 43 23,1951-05-17,True
Ingemar,Axelsson,Nygatan 7,Lidingö,18960,Sverige,SE,19410912-9551,+46,08-560 56 68,1941-09-12,True
Olle,Ericson,Nytorget 9,Göteborg,91250,Sverige,SE,19910809-1804,+46,08-027 430 17,1991-08-09,True
Saga,Ahlin,Industrivägen 9,Linköping,19568,Sverige,SE,19520224-9246,+46,+46 (0)795 080 55,1952-02-24,True
Michael,Karlsson,Strandstigen 20,Mölndal,76585,Sverige,SE,19570208-4495,+46,095-329 92 11,1957-02-08,True
Ulf,Issa,Genvägen 2,Varberg,21977,Sverige,SE,19810526-5734,+46,+46 (0)53 50 19 11,1981-05-26,True
Elina,Koivisto,Neulapadonkuja 029,Heinola,86158,Finland,FI,19690930-6536,+358,+358 467895372,1969-09-30,True
Jonny,Gustafsson,Industrivägen 95,Karlskoga,40794,Sverige,SE,19691207-1633,+46,+46 (0)52 49 20 21,1969-12-07,True
Isak,Holmberg,Parkstigen 888,Lund,14955,Sverige,SE,19750928-5273,+46,056-65 06 06,1975-09-28,True
Catarina,Andersson,Kvarnstigen 0,Göteborg,85158,Sverige,SE,19411018-3695,+46,08-41 28 10,1941-10-18,True
Joseph,Hellström,Strandvägen 088,Örnsköldsvik,44040,Sverige,SE,19620120-9855,+46,0902-296 24,1962-01-20,True
Shannon,Campbell,Ricky Ridge 5303,Huangstad,23091,Danmark,DK,19970120-9453,+45,001-216-973-1132x6069,1997-01-20,True
Birgit,Karlsson,Strandstigen 3,Helsingborg,39456,Sverige,SE,19450426-2980,+46,08-09 38 43,1945-04-26,True
Ingvar,Söderberg,Industrivägen 1,Västerås,53905,Sverige,SE,19981002-8652,+46,+46 (0)397 898 57,1998-10-02,True
Anna,Andersson,Skolstigen 1,Varberg,77025,Sverige,SE,19930514-7740,+46,+46 (0)74 89 38 82,1993-05-14,True
Christopher,Koch,Parker Throughway 80103,Jenniferton,50549,Danmark,DK,19950820-8813,+45,445.521.0388x36894,1995-08-20,True
Marie,Brekke,Antonsenflata 134,Ellingsen,0582,Norge,NO,19680923-7052,+47,88137958,1968-09-23,True
Kristoffer,Ekström,Parkvägen 92,Ängelholm,90608,Sverige,SE,19420831-6209,+46,+46 (0)755 391 51,1942-08-31,True
Einar,Rasmussen,Pedersenskrenten 3,Olsen,3837,Norge,NO,19750712-4515,+47,+47 60 91 41 90,1975-07-12,True
Eirik,Pettersen,Aliholtet 5,Jakobsen,2461,Norge,NO,19680801-1658,+47,425 24 900,1968-08-01,True
Frank,Arvidsson,Villastigen 811,Trollhättan,29021,Sverige,SE,19630530-0144,+46,+46 (0)84 10 92 52,1963-05-30,True
Anders,Karlsson,Industrivägen 52,Umeå,49000,Sverige,SE,19800530-8036,+46,+46 (0)262 129 64,1980-05-30,True
Nathan,Cooper,Drake Cove 1771,Lesliefurt,61141,Danmark,DK,19660902-0949,+45,001-658-471-5007x4249,1966-09-02,True
Christopher,Abrahamsson,Industrivägen 508,Motala,95136,Sverige,SE,19750613-5619,+46,+46 (0)79 84 81 38,1975-06-13,True
Tomasz,Löfgren,Järnvägsvägen 239,Umeå,70014,Sverige,SE,19810617-0887,+46,08-959 980 78,1981-06-17,True
Svante,Sjögren,Parkvägen 7,Göteborg,33400,Sverige,SE,19881106-4270,+46,021-84 51 95,1988-11-06,True
Anne,Henriksen,Haugentjernet 19,Tveit,4979,Norge,NO,19830820-2488,+47,96089887,1983-08-20,True
Elisabet,Bohlin,Kyrkvägen 282,Skellefteå,81702,Sverige,SE,19691111-6050,+46,095-301 13 03,1969-11-11,True
Alexander,Svensson,Furugränd 54,Nyköping,38063,Sverige,SE,19891014-8713,+45,+46 (0)832 645 37,1989-10-14,True
Lovisa,Ekdahl,Skolgatan 6,Lund,27976,Sverige,SE,19410123-1341,+46,099-14 48 65,1941-01-23,True
Christel,Hall,Ekgatan 021,Västerås,27353,Sverige,SE,19890924-3250,+46,+46 (0)01 91 51 93,1989-09-24,True
Ingemar,Jonsson,Kyrkgatan 360,Karlskoga,42671,Sverige,SE,19760825-3805,+47,+46 (0)8 695 475 35,1976-08-25,True
Edward,Perez,Jensen Mountains 49703,New Charlesville,23834,Danmark,DK,19561012-6942,+45,467-322-5607x898,1956-10-12,True
Pia,Backman,Strandstigen 003,Halmstad,25249,Sverige,SE,19750516-7072,+46,079-48 75 18,1975-05-16,True
Unni,Dahl,Vikfaret 823,Emilieodden,1859,Norge,NO,19551207-2307,+47,916 80 969,1955-12-07,True
Gro,Thomassen,Evensensvingen 8,Kristensen,3726,Norge,NO,19570529-8987,+47,478 65 580,1957-05-29,True
Mauri,Karppinen,Fabianinbulevardi 833,Keuruu,68825,Finland,FI,19950223-462J,+358,+358 13 3215131,1995-02-23,True
Ingrid,Rasmussen,Ødegårdringen 8,Isaksen,9752,Norge,NO,19430219-2262,+47,918 83 435,1943-02-19,True
Harry,Hagman,Genvägen 035,Nyköping,51621,Sverige,SE,19760305-4678,+46,+46 (0)722 903 37,1976-03-05,True
Ulla,Jonsson,Industritorget 775,Borås,83927,Sverige,SE,19650208-9105,+46,0668-049 07,1965-02-08,True
Viktor,Erlandsson,Gengatan 0,Falun,13006,Sverige,SE,19451226-9967,+46,08-86 39 80,1945-12-26,True
Amy,Barker,Joseph Track 754,East Erin,87575,Danmark,DK,19510825-9020,+45,221-267-8762,1951-08-25,True
Cynthia,Daugherty,Michelle Islands 124,Barrland,94339,Danmark,DK,19520629-8850,+45,(909)392-8029,1952-06-29,True
Emanuel,Wallin,Ängsgatan 11,Jönköping,24599,Sverige,SE,19790317-0919,+46,052-19 45 56,1979-03-17,True
Nora,Nyström,Genstigen 0,Gävle,89020,Sverige,SE,19620204-0820,+46,0814-66 47 08,1962-02-04,True
Per,Olsen,Trädgårdsgatan 491,Västerås,75064,Sverige,SE,19910629-0014,+46,064-885 62 70,1991-06-29,True
Jennifer,Hayes,Barry Wells 046,Jamestown,16256,Danmark,DK,19550427-3162,+45,892-656-8107x519,1955-04-27,True
Karl,Larsson,Industrigränd 11,Karlskrona,13966,Sverige,SE,19501102-8541,+46,08-74 19 62,1950-11-02,True
Tommy,Gundersen,Aastoppen 39C,Idanes,8746,Norge,NO,19420612-8825,+47,49616305,1942-06-12,True
Fanny,Andersson,Skolstigen 652,Karlskoga,81359,Sverige,SE,19661126-5737,+46,08-920 26 59,1966-11-26,True
Hanna,Lie,Lieberget 16A,Nilsen,8642,Norge,NO,19950728-3942,+47,04819332,1995-07-28,True
Håkan,Berglund,Skolgränd 25,Falun,27980,Sverige,SE,19530407-2376,+46,0430-21 33 44,1953-04-07,True
Helge,Myklebust,Jørgensenkroken 3B,Aas,7144,Norge,NO,19930720-7817,+47,74237597,1993-07-20,True
Nancy,Malmqvist,Idrottsgränd 8,Trelleborg,62895,Sverige,SE,19400715-7374,+46,+46 (0)232 205 91,1940-07-15,True
Margareta,Sjölin,Fabriksvägen 19,Kristianstad,33208,Sverige,SE,19461016-9411,+46,074-295 67 30,1946-10-16,True
Dan,Lindberg,Nygränd 034,Borlänge,52312,Sverige,SE,19540823-8988,+46,08-056 13 55,1954-08-23,True
Joseph,Morris,Jerry Mountain 48407,Burkemouth,16200,Danmark,DK,19681019-5497,+45,845.273.4844x00318,1968-10-19,True
Victoria,Andersson,Skoltorget 37,Linköping,97102,Sverige,SE,19730125-9706,+46,079-948 54 99,1973-01-25,True
Annikki,Tolvanen,Ieskuja 1,Enonkoski,65951,Finland,FI,19470612-5682,+358,(+358) 314993414,1947-06-12,True
Oskar,Bergman,Villavägen 24,Uppsala,76760,Sverige,SE,19720116-8591,+46,08-363 017 42,1972-01-16,True
Bengt,Karlsson,Kyrkovägen 83,Ängelholm,55134,Sverige,SE,19920510-0206,+46,08-237 65 38,1992-05-10,True
Niklas,Andersson,Kyrkogränd 17,Piteå,47252,Sverige,SE,19820419-7117,+46,099-66 05 06,1982-04-19,True
Maria,Vik,Andresentoppen 7,Steinstad,1995,Norge,NO,19780312-3068,+47,937 56 806,1978-03-12,True
Tom,Andresen,Halvorsenhagen 87,Moe,3904,Norge,NO,19680120-5691,+47,36 96 68 85,1968-01-20,True
Anette,Jakobsson,Strandvägen 330,Malmö,71899,Sverigeg,SE,19970613-4216,+46,+46 (0)8 409 321 59,1997-06-13,True
Sami,Nilsson,Åkertorget 1,Alingsås,89038,Sverige,SE,19870430-7356,+46,0784-068 15,1987-04-30,True
Stein,Andresen,Isaksenholtet 63,Mathisen,3789,Norge,NO,19680819-1368,+47,90910133,1968-08-19,True
Heidi,Simonsen,Paulsenstranda 31A,Audvær,2300,Norge,NO,19481103-3993,+47,33312886,1948-11-03,True
Ole,Johannessen,Madsenkollen 2,Myhre,1552,Norge,NO,19561224-5870,+47,971 28 574,1956-12-24,True
Per-Erik,Berg,Villavägen 48,Piteå,17212,Sverige,SE,19941014-6805,+46,0151-27 39 46,1994-10-14,True
Noel,Lundmark,Parkvägen 6,Ängelholm,67385,Sverige,SE,19461213-9119,+46,006-04 03 25,1946-12-13,True
Kimberly,David,Jeffrey Hill 31036,New Shannon,99672,Danmark,DK,19470501-4710,+45,+1-925-730-6500x7063,1947-05-01,True
Karoline,Edvardsen,Jacobsentunet 2H,Nygård,5671,Norge,NO,19530209-2627,+47,40 05 16 17,1953-02-09,True
Märta,Karlsson,Åkervägen 18,Nyköping,66221,Sverige,SE,19680831-8619,+46,0111-69 95 04,1968-08-31,True
Marketta,Eloranta,Puuskakuja 479,Nousiainen,90250,Finland,FI,19430320-2590,+358,+358 93 8657018,1943-03-20,True
Cheryl,Chavez,Bowman Road 7512,Rivasborough,17752,Danmark,DK,19420409-7326,+45,3595082375,1942-04-09,True
Gunborg,Dahlberg,Ängsvägen 46,Varberg,60550,Sverige,SE,19580712-9733,+46,08-018 91 40,1958-07-12,True
Stephanie,Fisher,Michael Divide 007,Doughertymouth,29108,Danmark,DK,19501001-5968,+45,5998678473,1950-10-01,True
Birgitta,Abrahamsson,Björkvägen 15,Eskilstuna,70554,Sverige,SE,19901102-1477,+46,08-90 44 25,1990-11-02,True
Karl,Johansen,Aunestranda 943,Emiliedal,5425,Norge,NO,19570120-0778,+47,64 12 15 23,1957-01-20,True
Roland,Lindkvist,Furutorget 255,Göteborg,62136,Sverige,SE,19581128-0309,+46,08-64 17 56,1958-11-28,True
Freja,Sandström,Gengatan 10,Umeå,62345,Sverige,SE,19530809-8145,+46,+46 (0)8 067 509 91,1953-08-09,True
Kalervo,Backman,Ahomäenkuja 49,Pirkkala,93685,Finland,FI,19760601-5476,+358,064 284 2635,1976-06-01,True
David,Moody,Green Locks 458,Graytown,84545,Danmark,DK,19710123-9924,+45,001-925-747-8567x2681,1971-01-23,True
Olof,Lundberg,Skolgränd 64,Norrköping,14162,Sverige,SE,19851114-8848,+46,097-08 21 43,1985-11-14,True
Einar,Kristoffersen,Sivertsenstubben 2,Alexandergrunn,9914,Norge,NO,19731225-8808,+47,420 33 397,1973-12-25,True
Kalle,Ali,Parkvägen 9,Halmstad,74262,Sverige,SE,19430610-7895,+46,+46 (0)58 53 37 86,1943-06-10,True
Jack,Kristiansson,Industrivägen 075,Karlskrona,65767,Sverige,SE,19540911-1067,+46,0544-917 13,1954-09-11,True
Felix,Wallin,Kvarngränd 22,Östersund,21288,Sverige,SE,19600122-5849,+46,+46 (0)30 58 57 68,1960-01-22,True
Janne,Evensen,Fredriksenstranda 7,Berg,9505,Norge,NO,19580119-7595,+47,96673224,1958-01-19,True
Kenny,Jonsson,Nyvägen 884,Jönköping,20848,Sverige,SE,19960510-1244,+46,+46 (0)921 471 19,1996-05-10,True
Alexandra,Eriksson,Backvägen 31,Alingsås,83724,Sverige,SE,19441225-0471,+46,0288-078 61,1944-12-25,True
Harald,Jansson,Trädgårdsgatan 058,Örnsköldsvik,96851,Sverige,SE,19860306-7195,+46,0925-040 77,1986-03-06,True
Pauline,Palmqvist,Backgatan 4,Skellefteå,60792,Sverige,SE,19841227-6512,+46,+46 (0)8 888 413 24,1984-12-27,True
Kerstin,Karlsson,Ängstorget 755,Skellefteå,51394,Sverige,SE,19580412-6863,+46,034-87 09 75,1958-04-12,True
Margareta,Gustafsson,Ängsstigen 615,Helsingborg,55372,Sverige,SE,19870611-4931,+46,049-231 33 18,1987-06-11,True
Britt,Moe,Hanssenlunden 8A,Arnesen,0195,Norge,NO,19760829-5776,+47,99 42 56 82,1976-08-29,True
Elsa,Andersson,Idrottsgränd 18,Norrköping,70600,Sverige,SE,19540311-9071,+46,+46 (0)981 952 00,1954-03-11,True
Kristian,Jonsson,Storgatan 231,Örnsköldsvik,88983,Sverige,SE,19700714-4733,+46,+46 (0)8 240 604 71,1970-07-14,True
Nils,Paulsen,Moeløkka 21,Erlinghelle,2704,Norge,NO,19471205-2057,+47,15218919,1947-12-05,True
Tor,Hauge,Knutsenekra 68,Markussund,1234,Norge,NO,19411020-8679,+47,+4796064382,1941-10-20,True
Per,Johansen,Tveitbråten 1C,Randigrunn,8655,Norge,NO,19570515-2694,+47,57 70 46 24,1957-05-15,True
Jorunn,Knutsen,Holmlyngen 9,Geirmark,5923,Norge,NO,19470809-3836,+47,47757012,1947-08-09,True
Birgitta,Larsson,Ekvägen 210,Trollhättan,64777,Sverige,SE,19880806-0325,+46,0948-93 14 05,1988-08-06,True
Jason,Mcgee,Garcia Plaza 6927,East Janetown,71044,Danmark,DK,19660217-7169,+45,+1-303-452-3224x9550,1966-02-17,True
Sarah,Jones,Moore Fords 56433,Collinsberg,73542,Danmark,DK,19400502-3029,+45,001-512-878-7767x46561,1940-05-02,True
Elisabeth,Nyström,Fabriksvägen 5,Örebro,60885,Sverige,SE,19930505-1915,+46,08-329 432 55,1993-05-05,True
Jorge,Williams,Rodriguez Square 447,Acostabury,99455,Danmark,DK,19460907-2370,+45,001-625-607-4565x9477,1946-09-07,True
Oliver,Grönlund,Skolstigen 39,Skövde,36155,Sverige,SE,19790617-9123,+46,08-107 339 22,1979-06-17,True
Casey,Jimenez,Jennifer Road 5445,Thomasstad,29878,Danmark,DK,19530115-4355,+45,+1-523-662-7072x115,1953-01-15,True
Solveig,Lind,Idrottsvägen 30,Norrköping,98051,Sverige,SE,19961201-5843,+46,+46 (0)66 86 28 41,1996-12-01,False
Elias,Jakobsson,Skolvägen 129,Kalmar,64528,Sverige,SE,19950218-5234,+45,013-739 15 87,1995-02-18,True
Oscar,Jönsson,Åkergatan 01,Uddevalla,97773,Sverige,SE,19570521-2364,+46,+46 (0)344 077 39,1957-05-21,True
Mikael,Norman,Bäckgatan 55,Norrköping,51625,Sverige,SE,19630917-4525,+46,08-25 37 20,1963-09-17,True
Juhani,Laine,Jäkäläkuja 9,Vihti,66344,Finland,FI,19910714-830C,+358,+358 27 4743160,1991-07-14,True
Michael,Lindberg,Ringstigen 256,Alingsås,40522,Sverige,SE,19590905-8096,+46,+46 (0)985 192 49,1959-09-05,True
Sofia,Berglund,Parkvägen 956,Trollhättan,69621,Sverige,SE,19530412-5170,+46,08-166 05 52,1953-04-12,True
Mona,Hassan,Bäcktorget 4,Göteborg,57789,Sverige,SE,19900117-7623,+46,+46 (0)97 98 92 87,1990-01-17,True
Justin,Ferguson,Baldwin Turnpike 51956,Taylorbury,82115,Danmark,DK,19680619-1114,+45,(261)491-0088x541,1968-06-19,True
Charlie,Josefsson,Backtorget 476,Trollhättan,61708,Sverige,SE,19810508-6370,+46,08-49 95 77,1981-05-08,True
Johan,Johansson,Skolvägen 9,Skellefteå,46297,Sverige,SE,19610529-2328,+46,+46 (0)788 006 97,1961-05-29,True
Joni,Hyvönen,Yläkaskenkuja 53,Askola,30607,Finland,FI,19771130-338S,+358,+358072273618,1977-11-30,True
Leif,Strandberg,Åkergatan 136,Skellefteå,42385,Sverige,SE,19810615-2392,+46,+46 (0)8 832 183 73,1981-06-15,True
Leslie,Caldwell,Gutierrez Estates 7703,New Williamville,36403,Danmark,DK,19610918-3459,+45,751.582.1823x414,1961-09-18,True
Inga-Lill,Andersson,Fabriksgatan 889,Göteborg,12645,Sverige,SE,19730413-1911,+46,+46 (0)047 404 93,1973-04-13,True
Linn,Hanssen,Haugenengen 86B,Sandvik,0974,Norge,NO,19680805-2373,+358,+4790138941,1968-08-05,True
Sivert,Björklund,Åkergränd 6,Göteborg,73263,Sverige,SE,19780203-9587,+46,+46 (0)13 25 41 08,1978-02-03,True
Rita,Jørgensen,Arnesengata 9,Bakken,0180,Norge,NO,19630212-9886,+47,46769762,1963-02-12,True
Hilde,Simonsen,Bøeplassen 43,Hagen,8762,Norge,NO,19620910-3618,+47,+47 12 79 96 19,1962-09-10,True
Emil,Evensen,Aasentunet 77,Solveigfoss,3896,Norge,NO,19580905-6956,+47,71406572,1958-09-05,True
Emma,Johansson,Kyrkgränd 37,Kristianstad,98003,Sverige,SE,19820220-7498,+46,+46 (0)37 99 51 67,1982-02-20,True
Claudia,Payne,Kim Cove 742,Andersonton,63100,Danmark,DK,19680822-0385,+45,001-624-278-7979,1968-08-22,True
Leonard,Nilsson,Järnvägsvägen 62,Södertälje,11887,Sverige,SE,19910415-7350,+46,+46 (0)13 14 05 99,1991-04-15,True
Nicklas,Lindberg,Fabriksgatan 601,Ängelholm,89373,Sverige,SE,19531127-4741,+46,023-06 10 57,1953-11-27,True
Johan,Sköld,Kvarngatan 287,Uddevalla,92025,Sverige,SE,19480710-4587,+46,08-73 39 43,1948-07-10,True
Ingrid,Ström,Parkvägen 0,Halmstad,20581,Sverige,SE,19810129-4638,+46,080-73 70 61,1981-01-29,True
Margaretha,Andersson,Grangatan 987,Landskrona,95541,Sverige,SE,19710218-4328,+46,0997-66 53 19,1971-02-18,True
Linn,Thomassen,Ruudfaret 9,Jakobsen,5613,Norge,NO,19940828-6544,+47,43455550,1994-08-28,True
Denise,Scott,Knight Heights 380,Staffordmouth,15514,Danmark,DK,19560315-1859,+45,746-468-4781x83021,1956-03-15,True
Tone,Simonsen,Pedersenskogen 4,Sørensen,3874,Norge,NO,19600425-7520,+47,40476418,1960-04-25,True
Knut,Haugen,Lundestranda 35,Pettersen,3094,Norge,NO,19470325-1843,+47,+47 59 35 98 88,1947-03-25,False
Ingrid,Green,Skolvägen 62,Stockholm,69269,Sverige,SE,19560328-3062,+46,08-623 34 37,1956-03-28,True
Sune,Petersson,Industristigen 0,Stockholm,91501,Sverige,SE,19580110-2175,+46,091-59 89 67,1958-01-10,True
Tonya,Blair,Thompson Ferry 78836,Kristinton,28672,Danmark,DK,19680822-3758,+45,421-464-0615x427,1968-08-22,True
Ing-Marie,Olsson,Bäckgatan 3,Uppsala,36252,Sverige,SE,19540830-8160,+46,08-308 46 15,1954-08-30,True
Jose,Henry,David Courts 749,North Benjaminville,26915,Danmark,DK,19770822-8753,+45,430-365-3697,1977-08-22,True
Eli,Hanssen,Mikkelsenbråten 6,Holm,4688,Norge,NO,20000301-0949,+47,421 24 087,2000-03-01,True
Pauliina,Markkanen,Döbelninkuja 7,Turku,49962,Danmark,FI,19500204-496X,+358,069 652 9614,1950-02-04,True
Kenneth,King,Kelly Cliffs 0080,North Eric,33397,Danmark,DK,19430112-5071,+45,(790)391-7169,1943-01-12,True
Mathias,Eliasson,Trädgårdsgatan 7,Ängelholm,37807,Sverige,SE,19710515-7316,+46,08-30 73 66,1971-05-15,True
Bjørn,Eliassen,Jensenjordet 1,Holm,2254,Norge,NO,19690928-8502,+47,94725220,1969-09-28,True
Gunnar,Carlsson,Aspgränd 0,Uppsala,20554,Sverige,SE,19530122-4793,+46,+46 (0)8 046 498 65,1953-01-22,True
Viktoria,Östlund,Parkvägen 095,Lidingö,69515,Sverige,SE,19490429-5060,+46,08-727 523 20,1949-04-29,True
